"game_rk";"quest_rk";"employee_rk";"game_dttm";"price";"game_flg";"finish_flg";"time"
706387;5746;28467;"2018-02-06 23:15:00";4000;0;;
706391;5770;28475;"2018-02-16 03:15:00";2400;1;1;50
706395;5764;28519;"2018-01-13 09:00:00";3200;1;1;35
706399;5766;28473;"2018-01-30 21:15:00";4000;1;1;49
706403;5766;28495;"2018-02-03 04:15:00";3200;1;1;49
706407;5771;28499;"2018-01-01 12:00:00";4000;0;;
706411;5771;28499;"2018-02-22 20:00:00";5000;1;1;44
706415;5770;28475;"2018-01-31 07:15:00";2400;1;1;45
706419;5764;28465;"2018-02-22 05:00:00";3200;1;1;47
706423;5767;28478;"2018-02-21 21:30:00";4000;1;1;34
706427;5741;28506;"2018-02-28 09:00:00";2400;1;1;45
706431;5763;28521;"2018-02-24 08:00:00";4000;1;1;35
706435;5739;28459;"2018-01-09 14:30:00";4000;1;1;43
706439;5767;28478;"2018-01-31 20:30:00";4000;0;;
706443;5762;28504;"2018-02-22 12:45:00";3200;1;0;
706447;5756;28470;"2018-01-24 22:45:00";5000;1;0;
706451;5772;28485;"2018-02-22 16:30:00";3200;1;1;50
706455;5770;28454;"2018-01-16 18:15:00";3000;1;1;50
706459;5770;28460;"2018-02-10 05:15:00";2400;1;1;48
706463;5755;28522;"2018-01-24 04:30:00";4000;1;1;38
706467;5746;28513;"2018-01-02 01:15:00";4000;0;;
706471;5761;28484;"2018-01-17 13:30:00";3200;1;1;47
706475;5744;28522;"2018-02-06 02:45:00";4000;1;1;50
706479;5762;28468;"2018-01-05 06:45:00";3200;1;1;50
706483;5751;28454;"2018-02-24 17:30:00";3000;0;;
706487;5761;28514;"2018-01-29 03:30:00";3200;1;0;
706491;5764;28519;"2018-01-23 10:00:00";3200;1;1;49
706495;5742;28509;"2018-02-07 22:45:00";5000;0;;
706499;5767;28481;"2018-01-09 16:30:00";3200;1;1;39
706503;5741;28469;"2018-01-18 15:00:00";2400;1;1;35
706507;5763;28474;"2018-02-20 00:00:00";4000;0;;
706511;5750;28488;"2018-01-12 23:30:00";2400;1;1;32
706515;5752;28474;"2018-01-29 04:30:00";4000;0;;
706519;5769;28518;"2018-01-02 16:00:00";4000;1;0;
706523;5764;28519;"2018-01-07 09:00:00";3200;0;;
706527;5741;28491;"2018-01-20 13:00:00";3000;1;1;47
706531;5767;28481;"2018-01-29 13:30:00";3200;1;1;31
706535;5743;28484;"2018-02-02 13:45:00";3200;1;1;47
706539;5758;28511;"2018-01-03 21:45:00";3000;1;1;44
706543;5758;28511;"2018-01-27 17:45:00";3000;1;1;35
706547;5755;28483;"2018-02-06 19:30:00";5000;1;1;37
706551;5763;28520;"2018-02-20 06:00:00";4000;0;;
706555;5751;28511;"2018-01-19 16:30:00";2400;1;1;50
706559;5769;28518;"2018-01-10 15:00:00";3200;1;0;
706562;5760;28473;"2018-01-13 18:45:00";4000;1;1;50
706566;5744;28472;"2018-01-13 12:45:00";4000;0;;
706570;5767;28481;"2018-01-05 15:30:00";4000;1;1;40
706574;5763;28509;"2018-02-16 16:00:00";4000;1;1;30
706578;5770;28475;"2018-02-17 04:15:00";2400;1;1;47
706582;5758;28461;"2018-01-15 04:45:00";2400;1;1;34
706586;5770;28454;"2018-01-10 16:15:00";2400;1;0;
706590;5762;28501;"2018-02-02 08:45:00";3200;1;1;49
706594;5760;28495;"2018-01-23 07:45:00";3200;1;1;31
706598;5758;28461;"2018-01-05 03:45:00";2400;1;1;34
706602;5766;28481;"2018-02-24 12:15:00";3200;1;0;
706606;5766;28476;"2018-01-16 11:15:00";3200;0;;
706610;5746;28513;"2018-01-18 02:15:00";4000;1;0;
706614;5767;28476;"2018-02-04 09:30:00";3200;1;1;37
706618;5760;28495;"2018-01-09 10:45:00";3200;0;;
706622;5758;28458;"2018-02-23 19:45:00";3000;1;1;43
706626;5742;28520;"2018-01-11 00:45:00";4000;1;1;30
706630;5744;28516;"2018-02-17 15:45:00";5000;1;1;47
706634;5741;28469;"2018-02-15 21:00:00";3000;1;1;45
706638;5748;28456;"2018-02-14 06:15:00";4000;0;;
706642;5756;28499;"2018-02-03 17:45:00";5000;1;1;49
706646;5762;28504;"2018-01-21 19:45:00";4000;1;0;
706650;5760;28473;"2018-01-13 12:45:00";3200;1;0;
706654;5751;28475;"2018-02-14 10:30:00";2400;1;1;37
706658;5754;28476;"2018-01-05 04:00:00";3200;0;;
706662;5748;28483;"2018-01-31 12:15:00";4000;1;1;39
706666;5746;28471;"2018-02-11 19:15:00";5000;1;1;46
706670;5765;28502;"2018-02-25 16:15:00";5000;1;0;
706674;5757;28480;"2018-02-19 16:30:00";2400;0;;
706678;5759;28489;"2018-01-22 19:15:00";5000;1;1;40
706682;5765;28502;"2018-01-18 15:15:00";4000;1;1;30
706686;5743;28496;"2018-02-21 15:45:00";3200;1;1;50
706690;5745;28507;"2018-02-12 02:15:00";3200;1;1;49
706694;5763;28493;"2018-02-27 12:00:00";4000;1;1;45
706698;5772;28485;"2018-01-30 15:30:00";3200;1;1;41
706702;5746;28467;"2018-02-03 21:15:00";5000;1;1;34
706706;5760;28476;"2018-02-07 07:45:00";3200;1;1;35
706710;5762;28501;"2018-01-04 01:45:00";3200;1;1;50
706714;5740;28503;"2018-01-02 18:30:00";3000;1;1;36
706718;5740;28500;"2018-01-24 20:30:00";3000;0;;
706722;5756;28470;"2018-02-20 19:45:00";5000;1;1;48
706726;5739;28462;"2018-01-23 12:30:00";4000;0;;
706730;5742;28521;"2018-02-05 07:45:00";4000;1;0;
706734;5770;28511;"2018-01-24 17:15:00";2400;1;1;32
706738;5769;28518;"2018-02-19 17:00:00";3200;1;1;33
706742;5772;28504;"2018-02-16 14:30:00";3200;1;0;
706746;5758;28460;"2018-01-25 05:45:00";2400;0;;
706750;5751;28454;"2018-02-04 12:30:00";2400;1;1;49
706754;5751;28460;"2018-02-16 07:30:00";2400;0;;
706758;5748;28472;"2018-02-25 22:15:00";5000;1;1;50
706762;5771;28470;"2018-02-21 20:00:00";5000;1;1;37
706766;5762;28504;"2018-01-30 19:45:00";4000;1;1;48
706770;5740;28503;"2018-01-26 16:30:00";2400;1;1;48
706774;5755;28456;"2018-01-25 09:30:00";4000;0;;
706778;5770;28458;"2018-01-08 17:15:00";3000;1;1;48
706782;5773;28464;"2018-01-19 14:45:00";4000;0;;
706786;5762;28507;"2018-01-09 06:45:00";3200;0;;
706790;5766;28473;"2018-01-19 22:15:00";4000;1;1;48
706794;5757;28457;"2018-02-12 14:30:00";2400;0;;
706798;5754;28481;"2018-02-17 19:00:00";4000;0;;
706802;5758;28458;"2018-01-20 15:45:00";3000;0;;
706806;5764;28465;"2018-02-05 10:00:00";3200;1;0;
706810;5755;28490;"2018-01-19 09:30:00";4000;0;;
706814;5761;28514;"2018-02-24 06:30:00";3200;1;1;48
706817;5770;28475;"2018-02-14 08:15:00";2400;0;;
706821;5772;28510;"2018-01-08 13:30:00";4000;0;;
706825;5756;28470;"2018-01-27 14:45:00";5000;1;1;44
706829;5743;28484;"2018-02-20 21:45:00";4000;0;;
706833;5758;28475;"2018-01-10 03:45:00";2400;1;1;33
706837;5741;28486;"2018-01-12 10:00:00";2400;1;0;
706841;5766;28481;"2018-02-03 22:15:00";4000;0;;
706845;5753;28515;"2018-01-30 11:45:00";4000;1;0;
706849;5765;28493;"2018-02-26 19:15:00";5000;1;1;49
706853;5761;28465;"2018-02-08 08:30:00";3200;1;1;49
706857;5761;28496;"2018-02-09 13:30:00";3200;1;1;37
706861;5767;28478;"2018-01-06 15:30:00";4000;1;1;48
706865;5763;28520;"2018-02-01 07:00:00";4000;1;1;33
706869;5763;28493;"2018-02-05 21:00:00";5000;0;;
706873;5768;28458;"2018-02-12 22:00:00";3000;1;1;41
706877;5755;28522;"2018-02-02 09:30:00";4000;1;1;43
706881;5768;28460;"2018-01-01 03:00:00";2400;1;1;35
706885;5766;28481;"2018-01-17 17:15:00";3200;1;0;
706889;5750;28486;"2018-01-05 05:30:00";2400;0;;
706893;5759;28515;"2018-01-15 15:15:00";4000;1;1;50
706897;5745;28504;"2018-01-10 14:15:00";3200;1;1;35
706901;5744;28472;"2018-02-27 21:45:00";5000;1;1;49
706905;5768;28461;"2018-01-26 09:00:00";2400;1;1;30
706909;5748;28483;"2018-02-21 23:15:00";4000;1;0;
706913;5741;28486;"2018-02-12 06:00:00";2400;1;0;
706917;5770;28460;"2018-01-28 03:15:00";2400;1;1;50
706921;5772;28501;"2018-02-14 08:30:00";3200;0;;
706925;5743;28484;"2018-02-21 12:45:00";3200;1;1;30
706929;5752;28493;"2018-02-20 21:30:00";5000;1;1;33
706933;5760;28478;"2018-02-09 17:45:00";3200;1;0;
706936;5751;28458;"2018-01-15 12:30:00";2400;1;0;
706940;5755;28516;"2018-02-06 16:30:00";4000;1;1;32
706944;5760;28495;"2018-01-06 00:45:00";3200;1;0;
706948;5772;28504;"2018-02-21 19:30:00";4000;1;1;32
706952;5754;28481;"2018-01-29 13:00:00";3200;1;1;41
706956;5765;28502;"2018-02-09 13:15:00";4000;0;;
706960;5748;28516;"2018-01-26 19:15:00";5000;1;1;30
706964;5757;28487;"2018-02-10 12:30:00";2400;1;0;
706968;5766;28481;"2018-02-06 18:15:00";4000;1;0;
706972;5740;28497;"2018-02-03 13:30:00";3000;1;1;42
706976;5752;28520;"2018-01-23 10:30:00";4000;0;;
706980;5752;28521;"2018-02-24 02:30:00";4000;0;;
706984;5766;28473;"2018-01-15 23:15:00";3200;0;;
706988;5745;28504;"2018-01-21 21:15:00";4000;1;1;38
706992;5771;28470;"2018-02-02 17:00:00";4000;1;0;
706996;5751;28511;"2018-01-31 12:30:00";2400;1;1;50
707000;5758;28461;"2018-01-17 03:45:00";2400;0;;
707004;5755;28456;"2018-01-02 10:30:00";4000;1;1;31
707008;5762;28485;"2018-01-27 19:45:00";4000;1;0;
707012;5770;28475;"2018-02-25 05:15:00";2400;1;1;39
707016;5745;28504;"2018-01-31 16:15:00";3200;0;;
707020;5762;28507;"2018-01-20 11:45:00";3200;1;1;47
707024;5756;28470;"2018-01-08 17:45:00";5000;1;1;42
707028;5761;28519;"2018-01-10 03:30:00";3200;1;0;
707032;5750;28506;"2018-01-31 07:30:00";2400;1;1;39
707036;5748;28483;"2018-01-09 17:15:00";4000;1;1;50
707040;5754;28476;"2018-01-31 05:00:00";3200;1;1;35
707044;5739;28464;"2018-01-03 19:30:00";5000;1;1;50
707048;5771;28482;"2018-01-17 20:00:00";5000;0;;
707052;5771;28499;"2018-02-16 20:00:00";5000;1;1;31
707056;5763;28521;"2018-02-06 10:00:00";4000;0;;
707060;5771;28470;"2018-01-27 22:00:00";5000;1;1;32
707064;5761;28519;"2018-02-07 09:30:00";3200;1;1;50
707068;5762;28510;"2018-02-17 23:45:00";3200;1;1;30
707073;5760;28492;"2018-01-14 06:45:00";3200;1;1;45
707077;5772;28507;"2018-01-29 09:30:00";3200;1;1;50
707081;5742;28520;"2018-01-16 09:45:00";4000;0;;
707085;5757;28457;"2018-02-02 17:30:00";2400;0;;
707089;5742;28502;"2018-02-12 13:45:00";4000;1;1;31
707093;5754;28478;"2018-01-30 21:00:00";4000;1;1;45
707097;5764;28514;"2018-01-20 05:00:00";3200;1;1;50
707101;5742;28520;"2018-02-22 03:45:00";4000;1;1;31
707105;5742;28493;"2018-02-15 22:45:00";5000;1;1;41
707109;5762;28510;"2018-01-11 17:45:00";3200;1;1;50
707113;5745;28504;"2018-01-12 15:15:00";3200;1;1;43
707117;5744;28490;"2018-01-14 02:45:00";4000;1;1;49
707121;5766;28492;"2018-02-08 06:15:00";3200;1;0;
707125;5770;28454;"2018-01-24 17:15:00";2400;1;1;41
707129;5761;28496;"2018-01-09 15:30:00";3200;1;1;46
707133;5763;28521;"2018-01-30 08:00:00";4000;0;;
707137;5759;28498;"2018-02-20 15:15:00";4000;1;1;32
707141;5763;28502;"2018-01-04 16:00:00";5000;1;1;47
707145;5767;28481;"2018-02-17 13:30:00";4000;1;1;37
707149;5745;28510;"2018-02-06 20:15:00";4000;1;1;37
707153;5745;28468;"2018-01-02 04:15:00";3200;1;1;47
707157;5768;28460;"2018-01-04 05:00:00";2400;1;1;49
707161;5746;28471;"2018-01-15 22:15:00";5000;0;;
707165;5742;28493;"2018-02-20 23:45:00";4000;1;1;50
707169;5766;28495;"2018-02-12 08:15:00";3200;0;;
707173;5766;28478;"2018-01-18 13:15:00";3200;1;1;45
707177;5761;28496;"2018-01-06 13:30:00";4000;1;1;45
707181;5744;28456;"2018-01-20 00:45:00";4000;1;1;46
707185;5755;28516;"2018-02-02 15:30:00";4000;1;1;44
707189;5745;28504;"2018-01-04 16:15:00";4000;1;1;44
707193;5762;28468;"2018-02-10 07:45:00";3200;1;1;42
707197;5770;28458;"2018-01-18 16:15:00";2400;1;1;50
707201;5754;28481;"2018-01-06 12:00:00";3200;1;1;50
707205;5761;28496;"2018-02-22 16:30:00";3200;1;1;43
707209;5752;28502;"2018-01-07 12:30:00";4000;1;0;
707213;5765;28493;"2018-01-27 22:15:00";5000;1;1;39
707217;5752;28509;"2018-02-16 20:30:00";5000;1;1;48
707221;5758;28475;"2018-02-13 07:45:00";2400;1;1;50
707225;5757;28494;"2018-01-28 05:30:00";2400;1;1;50
707229;5768;28461;"2018-01-29 03:00:00";2400;0;;
707233;5758;28461;"2018-01-20 01:45:00";2400;1;0;
707237;5748;28522;"2018-01-29 03:15:00";4000;1;1;47
707241;5763;28520;"2018-02-22 05:00:00";4000;1;1;44
707245;5749;28518;"2018-01-22 11:45:00";3200;1;1;37
707249;5741;28491;"2018-02-20 19:00:00";3000;1;1;49
707253;5758;28454;"2018-01-03 17:45:00";3000;1;1;34
707257;5764;28514;"2018-02-12 04:00:00";3200;0;;
707261;5740;28497;"2018-02-04 12:30:00";2400;1;1;33
707265;5768;28461;"2018-02-11 07:00:00";2400;0;;
707269;5752;28474;"2018-02-10 05:30:00";4000;1;0;
707273;5773;28459;"2018-02-17 15:45:00";5000;1;1;38
707277;5770;28475;"2018-02-17 10:15:00";2400;0;;
707281;5772;28507;"2018-02-15 04:30:00";3200;0;;
707285;5747;28497;"2018-02-24 21:15:00";3000;1;1;50
707289;5757;28457;"2018-01-26 21:30:00";3000;1;1;30
707293;5764;28496;"2018-02-01 16:00:00";3200;0;;
707297;5745;28507;"2018-02-03 06:15:00";3200;0;;
707301;5740;28497;"2018-01-10 20:30:00";3000;0;;
707305;5761;28465;"2018-01-01 09:30:00";3200;1;1;47
707309;5748;28490;"2018-02-13 07:15:00";4000;0;;
707313;5742;28474;"2018-01-10 09:45:00";4000;1;1;39
707317;5752;28502;"2018-01-30 17:30:00";4000;0;;
707321;5773;28464;"2018-01-24 21:45:00";5000;1;1;48
707325;5748;28490;"2018-01-05 02:15:00";4000;0;;
707330;5766;28495;"2018-01-18 08:15:00";3200;1;0;
707334;5749;28518;"2018-02-19 21:45:00";4000;1;0;
707338;5772;28485;"2018-01-25 22:30:00";4000;1;0;
707342;5754;28478;"2018-01-06 23:00:00";3200;0;;
707346;5772;28485;"2018-01-01 12:30:00";3200;1;0;
707350;5770;28458;"2018-02-15 20:15:00";3000;0;;
707354;5765;28509;"2018-02-10 12:15:00";4000;1;1;35
707358;5743;28479;"2018-01-16 20:45:00";4000;1;1;47
707362;5739;28464;"2018-01-25 16:30:00";4000;1;1;47
707366;5761;28519;"2018-01-22 01:30:00";3200;0;;
707370;5745;28501;"2018-01-17 04:15:00";3200;0;;
707374;5743;28496;"2018-01-28 18:45:00";4000;1;1;44
707378;5768;28461;"2018-02-27 04:00:00";2400;1;1;45
707382;5743;28514;"2018-02-09 08:45:00";3200;1;1;42
707386;5770;28511;"2018-01-12 19:15:00";3000;1;1;45
707390;5747;28503;"2018-01-01 21:15:00";3000;1;0;
707394;5767;28492;"2018-02-02 08:30:00";3200;0;;
707398;5742;28520;"2018-01-07 03:45:00";4000;1;1;37
707402;5754;28478;"2018-02-18 13:00:00";4000;1;1;38
707406;5767;28473;"2018-02-16 22:30:00";4000;1;1;34
707410;5745;28504;"2018-01-24 13:15:00";3200;1;1;39
707414;5762;28501;"2018-02-14 00:45:00";3200;1;1;40
707418;5772;28485;"2018-02-09 13:30:00";3200;1;1;47
707422;5770;28461;"2018-01-23 01:15:00";2400;1;1;42
707426;5748;28490;"2018-02-26 04:15:00";4000;1;0;
707430;5767;28473;"2018-02-13 12:30:00";3200;1;1;31
707434;5765;28521;"2018-01-27 02:15:00";4000;1;1;44
707438;5743;28496;"2018-02-01 22:45:00";4000;1;0;
707442;5755;28490;"2018-02-16 05:30:00";4000;1;1;46
707446;5747;28503;"2018-02-14 12:15:00";2400;0;;
707450;5750;28488;"2018-01-12 17:30:00";2400;0;;
707454;5771;28499;"2018-01-09 15:00:00";4000;1;1;50
707458;5756;28499;"2018-01-30 19:45:00";5000;1;1;31
707462;5762;28485;"2018-01-12 17:45:00";3200;1;1;50
707466;5764;28496;"2018-02-25 20:00:00";4000;1;0;
707470;5754;28478;"2018-01-03 17:00:00";4000;1;1;42
707474;5751;28460;"2018-02-07 09:30:00";2400;1;1;50
707478;5747;28497;"2018-01-04 22:15:00";3000;1;1;50
707482;5768;28460;"2018-02-10 09:00:00";2400;1;1;32
707486;5747;28503;"2018-02-25 11:15:00";2400;1;1;50
707490;5751;28511;"2018-01-06 21:30:00";3000;1;1;40
707494;5757;28457;"2018-01-06 22:30:00";3000;1;1;45
707498;5761;28479;"2018-01-25 22:30:00";4000;1;1;49
707502;5761;28465;"2018-02-17 06:30:00";3200;1;1;39
707506;5766;28476;"2018-02-17 06:15:00";3200;1;0;
707510;5743;28496;"2018-01-09 17:45:00";3200;0;;
707514;5750;28491;"2018-02-08 21:30:00";3000;0;;
707518;5760;28495;"2018-01-12 06:45:00";3200;1;1;50
707522;5746;28467;"2018-02-06 15:15:00";4000;1;1;31
707526;5765;28509;"2018-01-15 23:15:00";4000;1;1;34
707530;5758;28475;"2018-02-23 08:45:00";2400;0;;
707534;5768;28475;"2018-02-22 03:00:00";2400;1;1;40
707538;5744;28472;"2018-02-25 20:45:00";5000;1;1;50
707542;5762;28501;"2018-02-14 04:45:00";3200;1;0;
707546;5767;28481;"2018-01-26 19:30:00";4000;1;1;30
707550;5739;28459;"2018-01-06 16:30:00";5000;0;;
707554;5755;28516;"2018-02-05 21:30:00";5000;1;1;39
707558;5751;28458;"2018-02-26 21:30:00";3000;1;1;50
707562;5771;28482;"2018-02-20 18:00:00";5000;1;1;42
707566;5754;28495;"2018-01-15 00:00:00";3200;1;1;50
707570;5752;28502;"2018-01-03 15:30:00";5000;1;1;50
707574;5753;28489;"2018-01-20 22:45:00";5000;0;;
707578;5751;28511;"2018-01-24 15:30:00";2400;1;1;48
707582;5760;28492;"2018-02-26 00:45:00";3200;0;;
707587;5764;28496;"2018-01-28 20:00:00";4000;1;1;50
707591;5742;28474;"2018-02-22 11:45:00";4000;1;1;38
707595;5745;28507;"2018-02-23 01:15:00";3200;0;;
707599;5750;28512;"2018-02-23 10:30:00";2400;1;1;50
707603;5748;28456;"2018-01-22 11:15:00";4000;1;1;36
707607;5753;28498;"2018-02-02 15:45:00";4000;1;1;50
707611;5752;28474;"2018-01-23 00:30:00";4000;1;1;46
707615;5748;28456;"2018-02-16 01:15:00";4000;1;0;
707619;5746;28513;"2018-01-14 07:15:00";4000;1;1;41
707623;5743;28519;"2018-01-16 09:45:00";3200;1;0;
707627;5772;28501;"2018-01-01 11:30:00";3200;1;0;
707631;5749;28518;"2018-02-19 15:45:00";3200;1;1;31
707635;5742;28474;"2018-01-08 08:45:00";4000;0;;
707639;5760;28478;"2018-02-12 17:45:00";3200;1;1;36
707643;5751;28511;"2018-02-24 13:30:00";3000;1;1;36
707647;5746;28517;"2018-02-24 19:15:00";5000;1;1;34
707651;5745;28504;"2018-01-18 13:15:00";3200;1;1;35
707655;5767;28473;"2018-02-19 20:30:00";4000;1;1;46
707659;5760;28476;"2018-01-07 07:45:00";3200;1;1;50
707663;5750;28469;"2018-01-21 17:30:00";3000;1;1;31
707667;5742;28474;"2018-01-10 03:45:00";4000;1;1;45
707671;5761;28496;"2018-02-28 18:30:00";4000;1;1;49
706935;5743;28465;"2018-02-14 10:45:00";3200;1;1;45
706939;5746;28513;"2018-02-17 05:15:00";4000;1;1;44
706943;5767;28495;"2018-02-12 04:30:00";3200;0;;
706947;5763;28520;"2018-01-31 07:00:00";4000;0;;
706951;5765;28502;"2018-02-13 20:15:00";5000;1;1;42
706955;5758;28475;"2018-02-23 06:45:00";2400;1;1;47
706959;5768;28511;"2018-01-03 23:00:00";2400;0;;
706963;5763;28509;"2018-01-28 14:00:00";5000;0;;
706967;5762;28507;"2018-01-17 05:45:00";3200;1;1;50
706971;5756;28482;"2018-02-07 17:45:00";4000;1;1;45
706975;5744;28516;"2018-02-12 20:45:00";5000;1;1;30
706979;5765;28520;"2018-02-17 10:15:00";4000;0;;
706983;5755;28472;"2018-02-03 21:30:00";5000;1;1;46
706987;5773;28459;"2018-01-21 12:45:00";4000;1;1;45
706991;5758;28454;"2018-01-24 15:45:00";2400;0;;
706995;5770;28461;"2018-01-12 02:15:00";2400;1;1;50
706999;5739;28462;"2018-02-14 12:30:00";4000;1;1;40
707003;5751;28511;"2018-01-22 18:30:00";3000;1;1;45
707007;5770;28460;"2018-02-02 02:15:00";2400;0;;
707011;5754;28492;"2018-01-19 01:00:00";3200;0;;
707015;5744;28516;"2018-01-17 13:45:00";4000;1;1;48
707019;5742;28521;"2018-02-03 06:45:00";4000;1;1;47
707023;5765;28521;"2018-02-24 06:15:00";4000;1;1;50
707027;5755;28522;"2018-01-29 09:30:00";4000;1;1;38
707031;5768;28460;"2018-01-13 07:00:00";2400;1;1;44
707035;5745;28485;"2018-01-03 21:15:00";4000;1;1;32
707039;5770;28460;"2018-01-17 02:15:00";2400;1;1;45
707043;5744;28516;"2018-01-26 17:45:00";4000;1;1;49
707047;5755;28483;"2018-01-04 16:30:00";5000;1;1;50
707051;5741;28469;"2018-01-07 14:00:00";3000;1;1;50
707055;5752;28493;"2018-01-14 23:30:00";4000;1;1;38
707059;5760;28473;"2018-02-25 14:45:00";4000;1;0;
707063;5740;28503;"2018-01-20 16:30:00";3000;1;0;
707067;5762;28468;"2018-01-13 07:45:00";3200;1;1;35
707071;5751;28454;"2018-01-28 12:30:00";2400;1;0;
707074;5763;28509;"2018-02-07 16:00:00";4000;1;1;49
707078;5762;28501;"2018-01-11 00:45:00";3200;1;1;38
707082;5760;28473;"2018-02-24 23:45:00";3200;0;;
707086;5742;28474;"2018-02-11 04:45:00";4000;0;;
707090;5761;28514;"2018-02-03 04:30:00";3200;0;;
707094;5758;28475;"2018-01-31 09:45:00";2400;1;1;39
707098;5765;28474;"2018-02-10 07:15:00";4000;1;1;43
707102;5762;28507;"2018-02-11 01:45:00";3200;0;;
707106;5765;28474;"2018-02-23 06:15:00";4000;1;1;38
707110;5758;28458;"2018-01-23 19:45:00";3000;1;1;48
707114;5765;28502;"2018-01-24 19:15:00";5000;1;1;43
707118;5768;28460;"2018-01-28 07:00:00";2400;1;1;43
707122;5740;28500;"2018-01-27 16:30:00";3000;0;;
707126;5753;28498;"2018-01-12 16:45:00";4000;1;1;50
707130;5764;28479;"2018-02-13 12:00:00";3200;1;1;50
707134;5743;28496;"2018-01-01 14:45:00";4000;1;1;41
707138;5762;28501;"2018-02-20 02:45:00";3200;1;1;41
707142;5746;28517;"2018-02-16 14:15:00";4000;1;1;44
707146;5766;28473;"2018-01-22 18:15:00";4000;1;1;50
707150;5752;28509;"2018-01-30 13:30:00";4000;1;1;48
707154;5770;28460;"2018-02-14 10:15:00";2400;0;;
707158;5763;28474;"2018-01-31 11:00:00";4000;1;1;47
707162;5769;28508;"2018-02-04 22:00:00";4000;1;1;43
707166;5748;28522;"2018-02-21 08:15:00";4000;0;;
707170;5746;28463;"2018-02-14 04:15:00";4000;1;1;37
707174;5740;28500;"2018-01-24 18:30:00";3000;1;0;
707178;5749;28508;"2018-01-04 20:45:00";4000;1;1;35
707182;5746;28467;"2018-01-22 14:15:00";4000;1;1;46
707186;5745;28485;"2018-01-27 19:15:00";4000;1;1;41
707190;5745;28468;"2018-02-10 11:15:00";3200;1;1;42
707194;5763;28509;"2018-02-25 18:00:00";5000;0;;
707198;5749;28508;"2018-02-22 14:45:00";3200;1;1;37
707202;5746;28517;"2018-02-28 22:15:00";5000;1;1;39
707206;5770;28454;"2018-01-21 21:15:00";3000;1;1;39
707210;5745;28485;"2018-01-28 16:15:00";4000;1;1;36
707214;5752;28493;"2018-02-09 18:30:00";5000;1;0;
707218;5768;28458;"2018-01-03 20:00:00";3000;1;1;33
707222;5742;28509;"2018-01-28 16:45:00";5000;0;;
707226;5765;28521;"2018-01-08 05:15:00";4000;0;;
707230;5742;28520;"2018-01-10 05:45:00";4000;1;1;45
707234;5744;28490;"2018-01-25 03:45:00";4000;0;;
707238;5748;28490;"2018-02-28 09:15:00";4000;1;0;
707242;5743;28496;"2018-01-10 14:45:00";3200;0;;
707246;5752;28474;"2018-01-02 06:30:00";4000;0;;
707250;5770;28475;"2018-02-02 06:15:00";2400;1;1;50
707254;5763;28521;"2018-02-21 00:00:00";4000;1;1;38
707258;5742;28493;"2018-01-03 18:45:00";5000;1;1;38
707262;5761;28479;"2018-02-24 13:30:00";4000;1;1;50
707266;5745;28501;"2018-01-14 08:15:00";3200;1;1;45
707270;5751;28458;"2018-01-02 15:30:00";3000;1;1;50
707274;5741;28491;"2018-02-26 17:00:00";2400;1;1;43
707278;5751;28511;"2018-02-27 23:30:00";2400;1;1;49
707282;5765;28474;"2018-02-19 11:15:00";4000;1;1;36
707286;5750;28512;"2018-01-17 02:30:00";2400;0;;
707290;5762;28510;"2018-02-20 15:45:00";3200;1;1;50
707294;5763;28502;"2018-02-16 14:00:00";4000;1;1;49
707298;5771;28482;"2018-02-25 21:00:00";5000;1;1;49
707302;5750;28469;"2018-01-13 20:30:00";3000;1;1;32
707306;5758;28458;"2018-01-09 18:45:00";3000;0;;
707310;5747;28503;"2018-01-01 13:15:00";3000;0;;
707314;5740;28497;"2018-02-21 15:30:00";2400;1;1;49
707318;5770;28458;"2018-01-24 14:15:00";2400;1;1;43
707322;5761;28514;"2018-02-20 03:30:00";3200;0;;
707326;5741;28491;"2018-01-26 19:00:00";3000;1;0;
707329;5758;28458;"2018-01-21 14:45:00";3000;0;;
707333;5766;28492;"2018-01-11 10:15:00";3200;1;0;
707337;5751;28475;"2018-02-22 05:30:00";2400;0;;
707341;5770;28475;"2018-01-08 08:15:00";2400;1;1;42
707345;5755;28483;"2018-01-19 20:30:00";5000;1;1;42
707349;5747;28500;"2018-01-30 12:15:00";2400;0;;
707353;5761;28484;"2018-01-11 17:30:00";3200;1;0;
707357;5746;28455;"2018-02-04 09:15:00";4000;1;1;32
707361;5752;28521;"2018-01-12 04:30:00";4000;1;1;50
707365;5762;28510;"2018-01-03 22:45:00";4000;1;0;
707369;5741;28491;"2018-01-18 22:00:00";3000;1;1;50
707373;5758;28461;"2018-02-12 06:45:00";2400;1;1;42
707377;5773;28459;"2018-02-18 12:45:00";4000;1;1;40
707381;5754;28492;"2018-01-13 07:00:00";3200;1;0;
707385;5745;28501;"2018-02-02 00:15:00";3200;1;1;40
707389;5745;28504;"2018-02-03 23:15:00";3200;1;1;48
707393;5765;28521;"2018-01-05 05:15:00";4000;1;1;49
707397;5764;28514;"2018-01-20 07:00:00";3200;0;;
707401;5744;28456;"2018-02-13 01:45:00";4000;1;1;30
707405;5765;28474;"2018-01-07 07:15:00";4000;1;1;37
707409;5766;28476;"2018-02-13 11:15:00";3200;1;1;50
707413;5766;28473;"2018-01-10 20:15:00";4000;1;1;31
707417;5739;28459;"2018-02-23 15:30:00";5000;1;0;
